ticker,sector,aliases
SKBM,MAKANAN,SKBM|Sekar Bumi
SKLT,MAKANAN,SKLT|Sekar Laut
SKRN,MESINKONSTRUKSI,SKRN|Superkrane Mitra|Superkrane Mitra Utama
SKYB,SOFTWARE,SKYB|Northcliff Citranusa|Northcliff Citranusa Indonesia
SLIS,ELEKTRONIK,SLIS|Gaya Abadi|Gaya Abadi Sempurna
SMAR,PANGAN,SMAR|Sinar Mas|Sinar Mas Agro Resources And Tech
SMBR,MATERIAL,SMBR|Semen Baturaja
SMCB,MATERIAL,SMCB|Solusi Bangun|Solusi Bangun Indonesia
SMDM,REALESTATE,SMDM|Suryamas Dutamakmur
SMDR,LOGISTIK,SMDR|Samudera Indonesia
SMGA,TAMBANG,SMGA|Sumber Mineral|Sumber Mineral Global Abadi Tb
SMGR,MATERIAL,SMGR|Semen Indonesia
SMIL,MESINKONSTRUKSI,SMIL|Sarana Mitra|Sarana Mitra Luas
SMKL,PLASTIK,SMKL|Satyamitra Kemas|Satyamitra Kemas Lestari
SMKM,KONSTRUKSI,SMKM|Sumber Mas|Sumber Mas Konstruksi
SMLE,KIMIA,SMLE|Sinergi Multi|Sinergi Multi Lestarindo
SMMA,INVESTASI,SMMA|Sinar Mas|Sinar Mas Multiartha
SMMT,BATUBARA,SMMT|Golden Eagle|Golden Eagle Energi
SMRA,REALESTATE,SMRA|Summarecon Agung
SMRU,TAMBANG,SMRU|Smr Utama
SMSM,OTOMOTIF,SMSM|Selamat Sempurna
SNLK,HOTEL,SNLK|Sunter Lakeside|Sunter Lakeside Hotel
SOCI,TAMBANG,SOCI|Soechi Lines
SOFA,FURNITUR,SOFA|Boston Furniture|Boston Furniture Industries
SOHO,FARMASI,SOHO|Soho Global|Soho Global Health
SOLA,MATERIAL,SOLA|Xolare Rcr|Xolare Rcr Energi
SONA,STORE,SONA|Sona Topas|Sona Topas Tourism Industry
SOSS,LINGKUNGAN,SOSS|Shield On|Shield On Service
SOTS,HOTEL,SOTS|Satria Mega|Satria Mega Kencana
SOUL,MAKANAN,SOUL|Mitra Tirta|Mitra Tirta Buwana
SPMA,PLASTIK,SPMA|Suparma
SPRE,TEKSTIL,SPRE|Soraya Berjaya|Soraya Berjaya Indonesia
SPTO,BANGUNAN,SPTO|Surya Pertiwi
SQMI,EMAS,SQMI|Wilton Makmur|Wilton Makmur Indonesia
SRAJ,KESEHATAN,SRAJ|Sejahteraraya Anugrahjaya
SRIL,TEKSTIL,SRIL|Sri Rejeki|Sri Rejeki Isman
SRSN,KIMIA,SRSN|Indo Acidatama
SRTG,INVESTASI,SRTG|Saratoga Investama|Saratoga Investama Sedaya
SSIA,KONSTRUKSI,SSIA|Surya Semesta|Surya Semesta Internusa
SSMS,PANGAN,SSMS|Sawit Sumbermas|Sawit Sumbermas Sarana
SSTM,TEKSTIL,SSTM|Sunson Textile|Sunson Textile Manufacturer
STAA,PANGAN,STAA|Sumber Tani|Sumber Tani Agung Resources
STAR,INVESTASI,STAR|Buana Artha|Buana Artha Anugerah
STRK,BEER,STRK|Lovina Beach|Lovina Beach Brewery
STTP,MAKANAN,STTP|Siantar Top
SUGI,TAMBANG,SUGI|Sugih Energi
SULI,KAYU,SULI|Slj Global
SUNI,TAMBANG,SUNI|Sunindo Pratama
SUPA,BANK,SUPA|Super Bank|Super Bank Indonesia
SUPR,TELEKOMUNIKASI,SUPR|Solusi Tunas|Solusi Tunas Pratama
SURE,TAMBANG,SURE|Super Energi
SURI,ALATKESEHATAN,SURI|Maja Agung|Maja Agung Latexindo
SWAT,KERTAS,SWAT|Sriwahana Adityakarta
SWID,REALESTATE,SWID|Saraswanti Indoland|Saraswanti Indoland Development
TALF,PLASTIK,TALF|Tunas Alfin
TAMA,KONSTRUKSI,TAMA|Lancartama Sejati
TAMU,TAMBANG,TAMU|Pelayaran Tamarin|Pelayaran Tamarin Samudra
TAPG,PANGAN,TAPG|Triputra Agro|Triputra Agro Persada
TARA,REALESTATE,TARA|Agung Semesta|Agung Semesta Sejahtera
TAXI,TRANSPORTASI,TAXI|Express Transindo|Express Transindo Utama
TAYS,MAKANAN,TAYS|Jaya Swarasa|Jaya Swarasa Agung
TBIG,TELEKOMUNIKASI,TBIG|Tower Bersama|Tower Bersama Infrastructure
TBLA,MAKANAN,TBLA|Tunas Baru|Tunas Baru Lampung
TBMS,TEMBAGA,TBMS|Tembaga Mulia|Tembaga Mulia Semanan
TCID,PERAWATAN,TCID|Mandom Indonesia
TCPI,BATUBARA,TCPI|Transcoal Pacific
TDPM,KIMIA,TDPM|Tridomain Performance|Tridomain Performance Materials
TEBE,BATUBARA,TEBE|Dana Brata|Dana Brata Luhur
TECH,TEKNOLOGI,TECH|Indosterling Technomedia
TELE,ELEKTRONIK,TELE|Tiphone Mobile|Tiphone Mobile Indonesia
TFAS,INTERNET,TFAS|Telefast Indonesia
TFCO,TEKSTIL,TFCO|Tifico Fiber|Tifico Fiber Indonesia
TGKA,MAKANAN,TGKA|Tigaraksa Satria
TGRA,LISTRIK,TGRA|Terregra Asia|Terregra Asia Energi
TGUK,MAKANAN,TGUK|Platinum Wahab|Platinum Wahab Nusantara
TIFA,PEMBIAYAAN,TIFA|Kdb Tifa|Kdb Tifa Finance
TINS,TAMBANG,TINS|Timah
TIRA,MESIN,TIRA|Tira Austenite
TIRT,KAYU,TIRT|Tirta Mahakam|Tirta Mahakam Resources
TKIM,KERTAS,TKIM|Pabrik Kertas|Pabrik Kertas Tjiwi Kimia
TLDN,PANGAN,TLDN|Teladan Prima|Teladan Prima Agro
TLKM,TELEKOMUNIKASI,TLKM|Telkom Indonesia
TMAS,LOGISTIK,TMAS|Temas
TMPO,FILM,TMPO|Tempo Inti|Tempo Inti Media
TNCA,LOGISTIK,TNCA|Trimuda Nuansa|Trimuda Nuansa Citra
TOBA,BATUBARA,TOBA|Tbs Energi|Tbs Energi Utama
TOOL,RUMAHTANGGA,TOOL|Rohartindo Nusantara|Rohartindo Nusantara Luas
TOPS,KONSTRUKSI,TOPS|Totalindo Eka|Totalindo Eka Persada
TOSK,INTERNET,TOSK|Topindo Solusi|Topindo Solusi Komunika
TOTL,KONSTRUKSI,TOTL|Total Bangun|Total Bangun Persada
TOTO,BANGUNAN,TOTO|Surya Toto|Surya Toto Indonesia
TOWR,TELEKOMUNIKASI,TOWR|Sarana Menara|Sarana Menara Nusantara
TOYS,OLAHRAGA,TOYS|Sunindo Adipersada
TPIA,KIMIA,TPIA|Chandra Asri|Chandra Asri Petrochemical
TPMA,BATUBARA,TPMA|Trans Power|Trans Power Marine
TRAM,BATUBARA,TRAM|Trada Alam|Trada Alam Minera
TRGU,MAKANAN,TRGU|Cerestar Indonesia
TRIL,MESIN,TRIL|Triwira Insanlestari
TRIM,INVESTASI,TRIM|Trimegah Sekuritas|Trimegah Sekuritas Indonesia
TRIN,REALESTATE,TRIN|Perintis Triniti|Perintis Triniti Properti
TRIO,ELEKTRONIK,TRIO|Trikomsel Oke
TRIS,PAKAIAN,TRIS|Trisula International
TRJA,TRANSPORTASI,TRJA|Transkon Jaya
TRON,SOFTWARE,TRON|Teknologi Karya|Teknologi Karya Digital Nusa
TRST,PLASTIK,TRST|Trias Sentosa
TRUK,LOGISTIK,TRUK|Guna Timur|Guna Timur Raya
TRUS,PEMBIAYAAN,TRUS|Trust Finance|Trust Finance Indonesia
TSPC,FARMASI,TSPC|Tempo Scan|Tempo Scan Pacific
TUGU,ASURANSI,TUGU|Asuransi Tugu|Asuransi Tugu Pratama Indonesia
TYRE,BAN,TYRE|King Tire|King Tire Indonesia
UANG,HOTEL,UANG|Pakuan
UCID,PERAWATAN,UCID|Uni-Charm Indonesia
UDNG,BUDIDAYA,UDNG|Agro Bahari|Agro Bahari Nusantara
UFOE,ELEKTRONIK,UFOE|Damai Sejahtera|Damai Sejahtera Abadi
ULTJ,SUSU,ULTJ|Ultrajaya Milk|Ultrajaya Milk Industry
UNIC,KIMIA,UNIC|Unggul Indah|Unggul Indah Cahaya
UNIQ,TAMBANG,UNIQ|Ulima Nitra
UNIT,TEKSTIL,UNIT|Nusantara Inti|Nusantara Inti Corpora
UNSP,PANGAN,UNSP|Bakrie Sumatera|Bakrie Sumatera Plantations
UNTD,OLAHRAGA,UNTD|Terang Dunia|Terang Dunia Internusa
UNTR,MESINKONSTRUKSI,UNTR|United Tractors
UNVR,PERAWATAN,UNVR|Unilever Indonesia
URBN,REALESTATE,URBN|Urban Jakarta|Urban Jakarta Propertindo
UVCR,INTERNET,UVCR|Trimegah Karya|Trimegah Karya Pratama
VAST,REALESTATE,VAST|Vastland Indonesia
VERN,FILM,VERN|Verona Indah|Verona Indah Pictures
VICI,PERAWATAN,VICI|Victoria Care|Victoria Care Indonesia
VICO,INVESTASI,VICO|Victoria Investama
VINS,ASURANSI,VINS|Victoria Insurance
VISI,KANTORAN,VISI|Satu Visi|Satu Visi Putra
VIVA,PENYIARAN,VIVA|Visi Media|Visi Media Asia
VKTR,OTOMOTIF,VKTR|Vktr Teknologi|Vktr Teknologi Mobilitas
VOKS,KABEL,VOKS|Voksel Electric
VRNA,PEMBIAYAAN,VRNA|Verena Multi|Verena Multi Finance
VTNY,PEMBIAYAAN,VTNY|Venteny Fortuna|Venteny Fortuna International
WAPO,PANGAN,WAPO|Wahana Pronatural
WEGE,KONSTRUKSI,WEGE|Wijaya Karya|Wijaya Karya Bangunan Gedung
WEHA,TRANSPORTASI,WEHA|Weha Transportasi|Weha Transportasi Indonesia
WGSH,SOFTWARE,WGSH|Wira Global|Wira Global Solusi
WICO,MAKANAN,WICO|Wicaksana Overseas|Wicaksana Overseas International
WIDI,MESINKONSTRUKSI,WIDI|Widiant Jaya|Widiant Jaya Krenindo
WIFI,INTERNET,WIFI|Solusi Sinergi|Solusi Sinergi Digital
WIIM,ROKOK,WIIM|Wismilak Inti|Wismilak Inti Makmur
WIKA,KONSTRUKSI,WIKA|Wijaya Karya
WINE,BEER,WINE|Hatten Bali
WINR,REALESTATE,WINR|Winner Nusantara|Winner Nusantara Jaya
WINS,TAMBANG,WINS|Wintermar Offshore|Wintermar Offshore Marine
WIRG,SOFTWARE,WIRG|Wir Asia
WMPP,BUDIDAYA,WMPP|Widodo Makmur|Widodo Makmur Perkasa
WMUU,BUDIDAYA,WMUU|Widodo Makmur|Widodo Makmur Unggas
WOMF,PEMBIAYAAN,WOMF|Wahana Ottomitra|Wahana Ottomitra Multiartha
WOOD,FURNITUR,WOOD|Integra Indocabinet
WOWS,TAMBANG,WOWS|Ginting Jaya|Ginting Jaya Energi
WSBP,MATERIAL,WSBP|Waskita Beton|Waskita Beton Precast
WSKT,KONSTRUKSI,WSKT|Waskita Karya
WTON,MATERIAL,WTON|Wijaya Karya|Wijaya Karya Beton
YELO,TRAVEL,YELO|Yelooo Integra|Yelooo Integra Datanet
YOII,ASURANSI,YOII|Asuransi Digital|Asuransi Digital Bersama
YPAS,PLASTIK,YPAS|Yanaprima Hastapersada
YULE,INVESTASI,YULE|Yulie Sekuritas|Yulie Sekuritas Indonesia
YUPI,MAKANAN,YUPI|Yupi Indo|Yupi Indo Jelly Gum
ZATA,PAKAIAN,ZATA|Bersama Zatta|Bersama Zatta Jaya
ZBRA,MULTISEKTOR,ZBRA|Dosni Roha|Dosni Roha Indonesia
ZINC,TAMBANG,ZINC|Kapuas Prima|Kapuas Prima Coal
ZONE,TEKSTIL,ZONE|Mega Perintis
ZYRX,KOMPUTER,ZYRX|Zyrexindo Mandiri|Zyrexindo Mandiri Buana
TRUE,REALESTATE,TRUE|Triniti Dinamik
